source_sample	source_run	bin_id	completeness_checkm2	contamination_checkm2	operational_category
MG231025	run_20260416_063757	METAMDBG-SemiBin2Refined-group-group_231025.4.fa	58.58	6.41	MQ
MG231025	run_20260416_063757	METAMDBG-SemiBin2Refined-group-group_231025.5_sub.fa	65.93	5.83	MQ
MG240705	run_20260417_025508	FLYE-CONCOCTRefined-group-group_240705.20_sub.fa	49.6	8.35	LQ
MG240705	run_20260417_025508	FLYE-CONCOCTRefined-group-group_240705.22_sub.fa	26.29	1.8	LQ
MG240705	run_20260417_025508	FLYE-CONCOCTRefined-group-group_240705.29.fa	60.17	12.78	LQ
MG240705	run_20260417_025508	FLYE-CONCOCTRefined-group-group_240705.77.fa	40.39	9.92	LQ
MG240705	run_20260417_025508	FLYE-MetaBAT2Refined-group-group_240705.12.fa	79.41	1.29	MQ
MG240705	run_20260417_025508	FLYE-MetaBAT2Refined-group-group_240705.17_sub.fa	66.84	10.11	LQ
MG240705	run_20260417_025508	FLYE-MetaBAT2Refined-group-group_240705.53.fa	52.3	2.38	MQ
MG240705	run_20260417_025508	FLYE-MetaBAT2Refined-group-group_240705.62.fa	83.16	21.3	LQ
MG240705	run_20260417_025508	FLYE-MetaBinnerRefined-group-group_240705.10_sub.fa	44.02	3.83	LQ
MG240705	run_20260417_025508	FLYE-MetaBinnerRefined-group-group_240705.14.fa	52.06	5.36	MQ
MG240705	run_20260417_025508	FLYE-MetaBinnerRefined-group-group_240705.2.fa	57.74	3.28	MQ
MG240705	run_20260417_025508	FLYE-MetaBinnerRefined-group-group_240705.4_sub.fa	47.49	4.39	LQ
MG240705	run_20260417_025508	FLYE-SemiBin2Refined-group-group_240705.1.fa	63.04	3.63	MQ
MG240705	run_20260417_025508	FLYE-SemiBin2Refined-group-group_240705.104_sub.fa	45.64	10.36	LQ
MG240705	run_20260417_025508	FLYE-SemiBin2Refined-group-group_240705.2.fa	67.61	7.01	MQ
MG240705	run_20260417_025508	FLYE-SemiBin2Refined-group-group_240705.3.fa	41.7	4.31	LQ
MG240705	run_20260417_025508	FLYE-SemiBin2Refined-group-group_240705.4.fa	53.45	1.62	MQ
MG240705	run_20260417_025508	FLYE-SemiBin2Refined-group-group_240705.7.fa	36.19	0.22	LQ
MG240705	run_20260417_025508	FLYE-SemiBin2Refined-group-group_240705.9.fa	24.42	1.98	LQ
MG240705	run_20260417_025508	METAMDBG-CONCOCTRefined-group-group_240705.110_sub.fa	70.36	30.24	LQ
MG240705	run_20260417_025508	METAMDBG-CONCOCTRefined-group-group_240705.113_sub.fa	65.33	17.16	LQ
MG240705	run_20260417_025508	METAMDBG-CONCOCTRefined-group-group_240705.20_sub.fa	56.02	10.64	LQ
MG240705	run_20260417_025508	METAMDBG-CONCOCTRefined-group-group_240705.27_sub.fa	22.43	2.63	LQ
MG240705	run_20260417_025508	METAMDBG-CONCOCTRefined-group-group_240705.31_sub.fa	63.53	15.16	LQ
MG240705	run_20260417_025508	METAMDBG-CONCOCTRefined-group-group_240705.35.fa	66.43	11.41	LQ
MG240705	run_20260417_025508	METAMDBG-CONCOCTRefined-group-group_240705.93_sub.fa	85.28	34.27	LQ
MG240705	run_20260417_025508	METAMDBG-MaxBin2Refined-group-group_240705.001_sub.fa	70.62	13.62	LQ
MG240705	run_20260417_025508	METAMDBG-MaxBin2Refined-group-group_240705.002_sub.fa	53.41	10.99	LQ
MG240705	run_20260417_025508	METAMDBG-MaxBin2Refined-group-group_240705.036.fa	31.97	3.99	LQ
MG240705	run_20260417_025508	METAMDBG-MetaBAT2Refined-group-group_240705.107_sub.fa	56.5	2.16	MQ
MG240705	run_20260417_025508	METAMDBG-MetaBAT2Refined-group-group_240705.112.fa	86.76	32.67	LQ
MG240705	run_20260417_025508	METAMDBG-MetaBAT2Refined-group-group_240705.118.fa	89.45	2.26	MQ
MG240705	run_20260417_025508	METAMDBG-MetaBAT2Refined-group-group_240705.121_sub.fa	82.42	11.43	LQ
MG240705	run_20260417_025508	METAMDBG-MetaBAT2Refined-group-group_240705.41_sub.fa	51.83	6.16	MQ
MG240705	run_20260417_025508	METAMDBG-MetaBAT2Refined-group-group_240705.48_sub.fa	60.49	14.56	LQ
MG240705	run_20260417_025508	METAMDBG-MetaBAT2Refined-group-group_240705.64.fa	39.33	7.26	LQ
MG240705	run_20260417_025508	METAMDBG-MetaBAT2Refined-group-group_240705.82_sub.fa	46.81	9.89	LQ
MG240705	run_20260417_025508	METAMDBG-MetaBAT2Refined-group-group_240705.93.fa	79.48	4.83	MQ
MG240705	run_20260417_025508	METAMDBG-MetaBinnerRefined-group-group_240705.17.fa	59.87	11.41	LQ
MG240705	run_20260417_025508	METAMDBG-MetaBinnerRefined-group-group_240705.2.fa	56.79	7.01	MQ
MG240705	run_20260417_025508	METAMDBG-MetaBinnerRefined-group-group_240705.23_sub.fa	19.05	1.77	LQ
MG240705	run_20260417_025508	METAMDBG-MetaBinnerRefined-group-group_240705.29.fa	53.99	11.2	LQ
MG240705	run_20260417_025508	METAMDBG-MetaBinnerRefined-group-group_240705.3.fa	74.53	16.73	LQ
MG240705	run_20260417_025508	METAMDBG-MetaBinnerRefined-group-group_240705.30_sub.fa	63.84	13.11	LQ
MG240705	run_20260417_025508	METAMDBG-MetaBinnerRefined-group-group_240705.32_sub.fa	28.7	2.27	LQ
MG240705	run_20260417_025508	METAMDBG-MetaBinnerRefined-group-group_240705.33_sub.fa	30.03	6.76	LQ
MG240705	run_20260417_025508	METAMDBG-MetaBinnerRefined-group-group_240705.36.fa	56.93	13.43	LQ
MG240705	run_20260417_025508	METAMDBG-MetaBinnerRefined-group-group_240705.39_sub.fa	45.53	6.02	LQ
MG240705	run_20260417_025508	METAMDBG-MetaBinnerRefined-group-group_240705.6_sub.fa	50.72	9.02	MQ
MG240705	run_20260417_025508	METAMDBG-MetaBinnerRefined-group-group_240705.9.fa	56.55	3.68	MQ
MG240705	run_20260417_025508	METAMDBG-SemiBin2Refined-group-group_240705.1.fa	69.68	6.78	MQ
MG240705	run_20260417_025508	METAMDBG-SemiBin2Refined-group-group_240705.11.fa	49.02	0.12	LQ
MG240705	run_20260417_025508	METAMDBG-SemiBin2Refined-group-group_240705.121_sub.fa	78.23	29.15	LQ
MG240705	run_20260417_025508	METAMDBG-SemiBin2Refined-group-group_240705.2.fa	68.0	0.5	MQ
MG240705	run_20260417_025508	METAMDBG-SemiBin2Refined-group-group_240705.3_sub.fa	50.97	0.14	MQ
MG220909	run_20260415_090420	FLYE-MaxBin2Refined-group-group_220909.004.fa	54.76	4.0	MQ
MG220909	run_20260415_090420	FLYE-MaxBin2Refined-group-group_220909.010_sub.fa	32.82	5.01	LQ
MG220909	run_20260415_090420	FLYE-MetaBAT2Refined-group-group_220909.13.fa	60.12	4.1	MQ
MG220909	run_20260415_090420	FLYE-MetaBAT2Refined-group-group_220909.22_sub.fa	55.8	11.9	LQ
MG220909	run_20260415_090420	FLYE-MetaBinnerRefined-group-group_220909.6_sub.fa	46.46	9.53	LQ
MG220909	run_20260415_090420	FLYE-MetaBinnerRefined-group-group_220909.8.fa	51.18	4.53	MQ
MG220909	run_20260415_090420	FLYE-SemiBin2Refined-group-group_220909.3.fa	12.79	0.26	LQ
MG220909	run_20260415_090420	FLYE-SemiBin2Refined-group-group_220909.43.fa	79.61	19.3	LQ
MG220909	run_20260415_090420	FLYE-SemiBin2Refined-group-group_220909.52_sub.fa	57.27	13.09	LQ
MG220909	run_20260415_090420	METAMDBG-CONCOCTRefined-group-group_220909.19_sub.fa	59.75	14.62	LQ
MG220909	run_20260415_090420	METAMDBG-CONCOCTRefined-group-group_220909.64.fa	55.61	8.54	MQ
MG220909	run_20260415_090420	METAMDBG-MaxBin2Refined-group-group_220909.004.fa	73.8	21.89	LQ
MG220909	run_20260415_090420	METAMDBG-MaxBin2Refined-group-group_220909.013_sub.fa	44.89	8.02	LQ
MG220909	run_20260415_090420	METAMDBG-MaxBin2Refined-group-group_220909.026_sub.fa	56.35	14.13	LQ
MG220909	run_20260415_090420	METAMDBG-MaxBin2Refined-group-group_220909.032.fa	76.26	34.59	LQ
MG220909	run_20260415_090420	METAMDBG-MaxBin2Refined-group-group_220909.033_sub.fa	56.53	10.76	LQ
MG220909	run_20260415_090420	METAMDBG-MaxBin2Refined-group-group_220909.035_sub.fa	49.39	4.05	LQ
MG220909	run_20260415_090420	METAMDBG-MaxBin2Refined-group-group_220909.043.fa	45.4	8.84	LQ
MG220909	run_20260415_090420	METAMDBG-MetaBAT2Refined-group-group_220909.32.fa	76.01	24.4	LQ
MG220909	run_20260415_090420	METAMDBG-MetaBAT2Refined-group-group_220909.61.fa	71.13	4.4	MQ
MG220909	run_20260415_090420	METAMDBG-MetaBinnerRefined-group-group_220909.3.fa	74.56	10.98	LQ
MG220909	run_20260415_090420	METAMDBG-SemiBin2Refined-group-group_220909.0.fa	89.63	18.1	LQ
MG220909	run_20260415_090420	METAMDBG-SemiBin2Refined-group-group_220909.4.fa	57.74	0.47	MQ
MG220909	run_20260415_090420	METAMDBG-SemiBin2Refined-group-group_220909.58_sub.fa	64.36	15.1	LQ
MG240905	run_20260416_091821	FLYE-CONCOCTRefined-group-group_240905.18.fa	17.91	0.8	LQ
MG240905	run_20260416_091821	FLYE-CONCOCTRefined-group-group_240905.30.fa	29.38	0.95	LQ
MG240905	run_20260416_091821	FLYE-CONCOCTRefined-group-group_240905.40_sub.fa	39.17	3.45	LQ
MG240905	run_20260416_091821	FLYE-MaxBin2Refined-group-group_240905.017_sub.fa	48.04	7.91	LQ
MG240905	run_20260416_091821	FLYE-MaxBin2Refined-group-group_240905.022.fa	49.94	21.13	LQ
MG240905	run_20260416_091821	FLYE-MetaBAT2Refined-group-group_240905.21.fa	74.2	5.87	MQ
MG240905	run_20260416_091821	FLYE-MetaBAT2Refined-group-group_240905.26.fa	53.99	13.64	LQ
MG240905	run_20260416_091821	FLYE-MetaBAT2Refined-group-group_240905.28.fa	71.09	6.69	MQ
MG240905	run_20260416_091821	FLYE-MetaBAT2Refined-group-group_240905.47.fa	89.85	5.31	MQ
MG240905	run_20260416_091821	FLYE-MetaBAT2Refined-group-group_240905.5.fa	90.98	7.29	MQ
MG240905	run_20260416_091821	FLYE-MetaBAT2Refined-group-group_240905.6.fa	49.23	1.55	LQ
MG240905	run_20260416_091821	FLYE-MetaBinnerRefined-group-group_240905.1.fa	91.93	5.07	MQ
MG240905	run_20260416_091821	FLYE-MetaBinnerRefined-group-group_240905.10_sub.fa	26.16	1.86	LQ
MG240905	run_20260416_091821	FLYE-MetaBinnerRefined-group-group_240905.8.fa	40.79	6.47	LQ
MG240905	run_20260416_091821	FLYE-SemiBin2Refined-group-group_240905.108.fa	38.97	8.11	LQ
MG240905	run_20260416_091821	FLYE-SemiBin2Refined-group-group_240905.3.fa	70.84	3.07	MQ
MG240905	run_20260416_091821	FLYE-SemiBin2Refined-group-group_240905.5.fa	63.05	3.63	MQ
MG240905	run_20260416_091821	FLYE-SemiBin2Refined-group-group_240905.8.fa	34.34	3.68	LQ
MG240905	run_20260416_091821	METAMDBG-CONCOCTRefined-group-group_240905.22.fa	61.04	7.48	MQ
MG240905	run_20260416_091821	METAMDBG-CONCOCTRefined-group-group_240905.51_sub.fa	84.99	28.21	LQ
MG240905	run_20260416_091821	METAMDBG-CONCOCTRefined-group-group_240905.82_sub.fa	51.72	1.44	MQ
MG240905	run_20260416_091821	METAMDBG-CONCOCTRefined-group-group_240905.85_sub.fa	57.35	8.79	MQ
MG240905	run_20260416_091821	METAMDBG-CONCOCTRefined-group-group_240905.9_sub.fa	67.89	17.2	LQ
MG240905	run_20260416_091821	METAMDBG-MaxBin2Refined-group-group_240905.001.fa	98.26	11.89	LQ
MG240905	run_20260416_091821	METAMDBG-MaxBin2Refined-group-group_240905.003.fa	92.46	4.64	HQ_candidate
MG240905	run_20260416_091821	METAMDBG-MaxBin2Refined-group-group_240905.005_sub.fa	86.49	9.42	MQ
MG240905	run_20260416_091821	METAMDBG-MaxBin2Refined-group-group_240905.006_sub.fa	76.94	20.32	LQ
MG240905	run_20260416_091821	METAMDBG-MaxBin2Refined-group-group_240905.014_sub.fa	51.86	4.63	MQ
MG240905	run_20260416_091821	METAMDBG-MaxBin2Refined-group-group_240905.016_sub.fa	59.76	10.53	LQ
MG240905	run_20260416_091821	METAMDBG-MaxBin2Refined-group-group_240905.017.fa	9.6	0.46	LQ
MG240905	run_20260416_091821	METAMDBG-MaxBin2Refined-group-group_240905.025_sub.fa	58.58	11.97	LQ
MG240905	run_20260416_091821	METAMDBG-MaxBin2Refined-group-group_240905.033_sub.fa	41.55	5.86	LQ
MG240905	run_20260416_091821	METAMDBG-MaxBin2Refined-group-group_240905.040_sub.fa	67.35	14.88	LQ
MG240905	run_20260416_091821	METAMDBG-MaxBin2Refined-group-group_240905.044_sub.fa	57.55	9.83	MQ
MG240905	run_20260416_091821	METAMDBG-MetaBAT2Refined-group-group_240905.124_sub.fa	55.28	12.98	LQ
MG240905	run_20260416_091821	METAMDBG-MetaBAT2Refined-group-group_240905.137.fa	72.11	6.32	MQ
MG240905	run_20260416_091821	METAMDBG-MetaBAT2Refined-group-group_240905.45_sub.fa	64.71	13.31	LQ
MG240905	run_20260416_091821	METAMDBG-MetaBAT2Refined-group-group_240905.51.fa	23.76	0.08	LQ
MG240905	run_20260416_091821	METAMDBG-MetaBAT2Refined-group-group_240905.65_sub.fa	35.98	4.83	LQ
MG240905	run_20260416_091821	METAMDBG-MetaBAT2Refined-group-group_240905.78.fa	85.75	4.83	MQ
MG240905	run_20260416_091821	METAMDBG-MetaBAT2Refined-group-group_240905.7_sub.fa	11.73	0.28	LQ
MG240905	run_20260416_091821	METAMDBG-MetaBAT2Refined-group-group_240905.81_sub.fa	47.75	7.28	LQ
MG240905	run_20260416_091821	METAMDBG-MetaBAT2Refined-group-group_240905.82_sub.fa	35.51	1.24	LQ
MG240905	run_20260416_091821	METAMDBG-MetaBAT2Refined-group-group_240905.98.fa	80.24	2.75	MQ
MG240905	run_20260416_091821	METAMDBG-MetaBinnerRefined-group-group_240905.10.fa	55.02	2.54	MQ
MG240905	run_20260416_091821	METAMDBG-MetaBinnerRefined-group-group_240905.11_sub.fa	54.62	9.54	MQ
MG240905	run_20260416_091821	METAMDBG-MetaBinnerRefined-group-group_240905.13.fa	56.65	8.08	MQ
MG240905	run_20260416_091821	METAMDBG-MetaBinnerRefined-group-group_240905.16_sub.fa	53.42	4.55	MQ
MG240905	run_20260416_091821	METAMDBG-MetaBinnerRefined-group-group_240905.18_sub.fa	51.71	9.14	MQ
MG240905	run_20260416_091821	METAMDBG-MetaBinnerRefined-group-group_240905.19_sub.fa	49.09	9.16	LQ
MG240905	run_20260416_091821	METAMDBG-MetaBinnerRefined-group-group_240905.21.fa	41.08	5.34	LQ
MG240905	run_20260416_091821	METAMDBG-MetaBinnerRefined-group-group_240905.26_sub.fa	68.4	8.96	MQ
MG240905	run_20260416_091821	METAMDBG-MetaBinnerRefined-group-group_240905.28_sub.fa	45.45	5.31	LQ
MG240905	run_20260416_091821	METAMDBG-MetaBinnerRefined-group-group_240905.34.fa	63.64	18.15	LQ
MG240905	run_20260416_091821	METAMDBG-MetaBinnerRefined-group-group_240905.5.fa	49.19	4.0	LQ
MG240905	run_20260416_091821	METAMDBG-SemiBin2Refined-group-group_240905.0.fa	90.45	0.09	HQ_candidate
MG240905	run_20260416_091821	METAMDBG-SemiBin2Refined-group-group_240905.121_sub.fa	51.82	12.29	LQ
MG240905	run_20260416_091821	METAMDBG-SemiBin2Refined-group-group_240905.4.fa	56.05	2.06	MQ
MG240905	run_20260416_091821	METAMDBG-SemiBin2Refined-group-group_240905.5.fa	53.53	1.13	MQ
MG240905	run_20260416_091821	METAMDBG-SemiBin2Refined-group-group_240905.8.fa	61.12	12.13	LQ
MG241106	run_20260417_072348	FLYE-CONCOCTRefined-group-group_241106.30_sub.fa	90.84	36.86	LQ
MG241106	run_20260417_072348	FLYE-CONCOCTRefined-group-group_241106.32.fa	54.83	10.57	LQ
MG241106	run_20260417_072348	FLYE-MaxBin2Refined-group-group_241106.018_sub.fa	32.04	7.37	LQ
MG241106	run_20260417_072348	FLYE-MaxBin2Refined-group-group_241106.023.fa	60.57	16.83	LQ
MG241106	run_20260417_072348	FLYE-MetaBAT2Refined-group-group_241106.10.fa	50.63	0.83	MQ
MG241106	run_20260417_072348	FLYE-MetaBAT2Refined-group-group_241106.44.fa	84.69	16.24	LQ
MG241106	run_20260417_072348	FLYE-MetaBAT2Refined-group-group_241106.5.fa	83.03	17.42	LQ
MG241106	run_20260417_072348	FLYE-MetaBinnerRefined-group-group_241106.1.fa	81.0	3.46	MQ
MG241106	run_20260417_072348	FLYE-MetaBinnerRefined-group-group_241106.11.fa	53.67	11.73	LQ
MG241106	run_20260417_072348	FLYE-MetaBinnerRefined-group-group_241106.14.fa	71.36	14.27	LQ
MG241106	run_20260417_072348	FLYE-MetaBinnerRefined-group-group_241106.18.fa	49.48	10.5	LQ
MG241106	run_20260417_072348	FLYE-MetaBinnerRefined-group-group_241106.19.fa	57.7	8.46	MQ
MG241106	run_20260417_072348	FLYE-MetaBinnerRefined-group-group_241106.20.fa	50.49	7.74	MQ
MG241106	run_20260417_072348	FLYE-MetaBinnerRefined-group-group_241106.3.fa	51.34	6.75	MQ
MG241106	run_20260417_072348	FLYE-MetaBinnerRefined-group-group_241106.5.fa	63.22	4.8	MQ
MG241106	run_20260417_072348	FLYE-MetaBinnerRefined-group-group_241106.8.fa	48.4	6.89	LQ
MG241106	run_20260417_072348	FLYE-SemiBin2Refined-group-group_241106.1.fa	77.11	1.78	MQ
MG241106	run_20260417_072348	FLYE-SemiBin2Refined-group-group_241106.153_sub.fa	40.47	4.67	LQ
MG241106	run_20260417_072348	FLYE-SemiBin2Refined-group-group_241106.2.fa	81.85	2.76	MQ
MG241106	run_20260417_072348	FLYE-SemiBin2Refined-group-group_241106.5.fa	45.42	12.79	LQ
MG241106	run_20260417_072348	METAMDBG-CONCOCTRefined-group-group_241106.108_sub.fa	37.6	7.77	LQ
MG241106	run_20260417_072348	METAMDBG-CONCOCTRefined-group-group_241106.114_sub.fa	68.73	13.04	LQ
MG241106	run_20260417_072348	METAMDBG-CONCOCTRefined-group-group_241106.63_sub.fa	56.48	7.87	MQ
MG241106	run_20260417_072348	METAMDBG-CONCOCTRefined-group-group_241106.67.fa	47.76	9.36	LQ
MG241106	run_20260417_072348	METAMDBG-MaxBin2Refined-group-group_241106.002.fa	54.51	7.18	MQ
MG241106	run_20260417_072348	METAMDBG-MaxBin2Refined-group-group_241106.009_sub.fa	7.78	0.0	LQ
MG241106	run_20260417_072348	METAMDBG-MaxBin2Refined-group-group_241106.012_sub.fa	58.14	5.09	MQ
MG241106	run_20260417_072348	METAMDBG-MaxBin2Refined-group-group_241106.026_sub.fa	13.77	2.89	LQ
MG241106	run_20260417_072348	METAMDBG-MaxBin2Refined-group-group_241106.062_sub.fa	30.02	1.09	LQ
MG241106	run_20260417_072348	METAMDBG-MetaBAT2Refined-group-group_241106.136_sub.fa	88.87	39.75	LQ
MG241106	run_20260417_072348	METAMDBG-MetaBAT2Refined-group-group_241106.139.fa	95.26	9.6	MQ
MG241106	run_20260417_072348	METAMDBG-MetaBAT2Refined-group-group_241106.162.fa	77.63	7.16	MQ
MG241106	run_20260417_072348	METAMDBG-MetaBAT2Refined-group-group_241106.187_sub.fa	89.36	35.72	LQ
MG241106	run_20260417_072348	METAMDBG-MetaBAT2Refined-group-group_241106.188_sub.fa	44.8	6.23	LQ
MG241106	run_20260417_072348	METAMDBG-MetaBAT2Refined-group-group_241106.19.fa	79.3	8.85	MQ
MG241106	run_20260417_072348	METAMDBG-MetaBAT2Refined-group-group_241106.46_sub.fa	76.75	31.92	LQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.10_sub.fa	29.14	2.9	LQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.12.fa	39.74	4.54	LQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.19.fa	64.87	11.38	LQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.24_sub.fa	45.91	6.05	LQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.25.fa	59.57	13.84	LQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.2_sub.fa	73.29	2.37	MQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.31_sub.fa	52.27	9.65	MQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.33.fa	64.09	4.07	MQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.36.fa	56.86	12.63	LQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.37.fa	66.42	12.38	LQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.38.fa	59.98	12.12	LQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.39.fa	47.87	6.82	LQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.4.fa	71.55	15.77	LQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.40.fa	55.4	7.1	MQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.42_sub.fa	43.94	7.91	LQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.45.fa	68.35	17.11	LQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.46.fa	66.77	9.43	MQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.53.fa	58.19	10.73	LQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.6.fa	56.51	9.16	MQ
MG241106	run_20260417_072348	METAMDBG-MetaBinnerRefined-group-group_241106.9.fa	45.76	10.34	LQ
MG241106	run_20260417_072348	METAMDBG-SemiBin2Refined-group-group_241106.0.fa	91.88	9.22	MQ
MG241106	run_20260417_072348	METAMDBG-SemiBin2Refined-group-group_241106.1.fa	78.82	0.25	MQ
MG241106	run_20260417_072348	METAMDBG-SemiBin2Refined-group-group_241106.11.fa	10.08	0.04	LQ
MG241106	run_20260417_072348	METAMDBG-SemiBin2Refined-group-group_241106.14.fa	5.76	0.05	LQ
MG241106	run_20260417_072348	METAMDBG-SemiBin2Refined-group-group_241106.15_sub.fa	25.46	0.12	LQ
MG241106	run_20260417_072348	METAMDBG-SemiBin2Refined-group-group_241106.190_sub.fa	78.2	42.86	LQ
MG241106	run_20260417_072348	METAMDBG-SemiBin2Refined-group-group_241106.2.fa	82.82	1.28	MQ
MG221021	run_20260418_024525	FLYE-CONCOCTRefined-group-group_221021.110.fa	94.98	11.66	LQ
MG221021	run_20260418_024525	FLYE-CONCOCTRefined-group-group_221021.53.fa	87.86	3.16	MQ
MG221021	run_20260418_024525	FLYE-CONCOCTRefined-group-group_221021.58.fa	54.52	4.19	MQ
MG221021	run_20260418_024525	FLYE-CONCOCTRefined-group-group_221021.87.fa	66.89	1.52	MQ
MG221021	run_20260418_024525	FLYE-CONCOCTRefined-group-group_221021.93.fa	39.38	5.78	LQ
MG221021	run_20260418_024525	FLYE-MaxBin2Refined-group-group_221021.001.fa	95.17	6.2	MQ
MG221021	run_20260418_024525	FLYE-MaxBin2Refined-group-group_221021.005.fa	47.66	0.03	LQ
MG221021	run_20260418_024525	FLYE-MaxBin2Refined-group-group_221021.042_sub.fa	36.73	4.65	LQ
MG221021	run_20260418_024525	FLYE-MetaBAT2Refined-group-group_221021.108.fa	97.3	4.24	HQ_candidate
MG221021	run_20260418_024525	FLYE-MetaBAT2Refined-group-group_221021.10_sub.fa	50.95	9.17	MQ
MG221021	run_20260418_024525	FLYE-MetaBAT2Refined-group-group_221021.120.fa	66.11	6.05	MQ
MG221021	run_20260418_024525	FLYE-MetaBAT2Refined-group-group_221021.42.fa	13.45	0.03	LQ
MG221021	run_20260418_024525	FLYE-MetaBAT2Refined-group-group_221021.56_sub.fa	64.51	10.06	LQ
MG221021	run_20260418_024525	FLYE-MetaBAT2Refined-group-group_221021.6.fa	72.09	5.47	MQ
MG221021	run_20260418_024525	FLYE-MetaBAT2Refined-group-group_221021.60.fa	11.59	0.02	LQ
MG221021	run_20260418_024525	FLYE-MetaBAT2Refined-group-group_221021.66.fa	68.01	6.37	MQ
MG221021	run_20260418_024525	FLYE-MetaBAT2Refined-group-group_221021.72.fa	82.19	13.79	LQ
MG221021	run_20260418_024525	FLYE-MetaBAT2Refined-group-group_221021.79_sub.fa	32.66	5.13	LQ
MG221021	run_20260418_024525	FLYE-MetaBinnerRefined-group-group_221021.1.fa	91.36	7.17	MQ
MG221021	run_20260418_024525	FLYE-MetaBinnerRefined-group-group_221021.15.fa	56.78	8.61	MQ
MG221021	run_20260418_024525	FLYE-MetaBinnerRefined-group-group_221021.17_sub.fa	28.94	2.08	LQ
MG221021	run_20260418_024525	FLYE-MetaBinnerRefined-group-group_221021.26.fa	39.89	5.55	LQ
MG221021	run_20260418_024525	FLYE-MetaBinnerRefined-group-group_221021.27_sub.fa	39.13	5.89	LQ
MG221021	run_20260418_024525	FLYE-MetaBinnerRefined-group-group_221021.3.fa	92.64	3.84	HQ_candidate
MG221021	run_20260418_024525	FLYE-MetaBinnerRefined-group-group_221021.32.fa	54.95	12.96	LQ
MG221021	run_20260418_024525	FLYE-MetaBinnerRefined-group-group_221021.35.fa	37.08	5.08	LQ
MG221021	run_20260418_024525	FLYE-MetaBinnerRefined-group-group_221021.9.fa	43.05	4.83	LQ
MG221021	run_20260418_024525	FLYE-SemiBin2Refined-group-group_221021.14.fa	71.25	2.46	MQ
MG221021	run_20260418_024525	FLYE-SemiBin2Refined-group-group_221021.15.fa	48.44	0.96	LQ
MG221021	run_20260418_024525	FLYE-SemiBin2Refined-group-group_221021.17.fa	47.54	1.97	LQ
MG221021	run_20260418_024525	FLYE-SemiBin2Refined-group-group_221021.22.fa	21.13	0.1	LQ
MG221021	run_20260418_024525	FLYE-SemiBin2Refined-group-group_221021.3.fa	87.05	4.58	MQ
MG221021	run_20260418_024525	FLYE-SemiBin2Refined-group-group_221021.5.fa	87.58	2.5	MQ
MG221021	run_20260418_024525	FLYE-SemiBin2Refined-group-group_221021.50.fa	36.23	3.3	LQ
MG221021	run_20260418_024525	FLYE-SemiBin2Refined-group-group_221021.75.fa	55.98	11.27	LQ
MG221021	run_20260418_024525	METAMDBG-CONCOCTRefined-group-group_221021.106.fa	57.32	7.02	MQ
MG221021	run_20260418_024525	METAMDBG-CONCOCTRefined-group-group_221021.137_sub.fa	88.19	38.04	LQ
MG221021	run_20260418_024525	METAMDBG-CONCOCTRefined-group-group_221021.149_sub.fa	51.3	6.37	MQ
MG221021	run_20260418_024525	METAMDBG-CONCOCTRefined-group-group_221021.150_sub.fa	93.22	22.9	LQ
MG221021	run_20260418_024525	METAMDBG-CONCOCTRefined-group-group_221021.16_sub.fa	82.92	14.92	LQ
MG221021	run_20260418_024525	METAMDBG-CONCOCTRefined-group-group_221021.23_sub.fa	83.49	37.78	LQ
MG221021	run_20260418_024525	METAMDBG-CONCOCTRefined-group-group_221021.38.fa	59.66	11.07	LQ
MG221021	run_20260418_024525	METAMDBG-CONCOCTRefined-group-group_221021.55_sub.fa	73.68	18.88	LQ
MG221021	run_20260418_024525	METAMDBG-CONCOCTRefined-group-group_221021.56.fa	82.67	8.98	MQ
MG221021	run_20260418_024525	METAMDBG-CONCOCTRefined-group-group_221021.63_sub.fa	80.2	30.97	LQ
